,fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,sulphates,alcohol,quality,good_wine
702,7.0,0.64,0.02,0.067,23.0,0.997,0.67,9.4,6,1
703,7.5,0.38,0.48,0.073,84.0,0.9972,0.7,9.6,4,0
704,9.1,0.765,0.04,0.078,14.0,0.998,0.54,9.7,4,0
705,8.4,1.035,0.15,0.073,54.0,0.999,0.49,9.9,5,0
706,7.0,0.78,0.08,0.093,19.0,0.9956,0.47,10.0,5,0
707,7.4,0.49,0.19,0.077,37.0,0.9966,0.51,10.5,5,0
708,7.8,0.545,0.12,0.068,35.0,0.996,0.61,11.6,6,1
709,9.7,0.31,0.47,0.062,33.0,0.9983,0.66,10.0,6,1
710,10.6,1.025,0.43,0.08,84.0,0.9985,0.57,10.1,5,0
711,8.9,0.565,0.34,0.093,112.0,0.9998,0.61,9.5,5,0
712,8.7,0.69,0.0,0.084,33.0,0.9992,0.45,9.4,5,0
713,8.0,0.43,0.36,0.075,48.0,0.9976,0.46,9.4,5,0
714,9.9,0.74,0.28,0.078,77.0,0.998,0.51,9.8,5,0
715,7.2,0.49,0.18,0.069,34.0,0.9967,0.48,9.2,6,1
716,8.0,0.43,0.36,0.075,48.0,0.9976,0.46,9.4,5,0
717,7.6,0.46,0.11,0.079,49.0,0.9968,0.57,10.0,5,0
718,8.4,0.56,0.04,0.08199999999999999,22.0,0.9976,0.44,9.6,5,0
719,7.1,0.66,0.0,0.086,45.0,0.9976,0.54,9.5,5,0
720,8.4,0.56,0.04,0.08199999999999999,22.0,0.9976,0.44,9.6,5,0
721,8.9,0.48,0.24,0.094,106.0,0.9982,0.53,9.2,5,0
722,7.6,0.42,0.08,0.084,48.0,0.9968,0.59,10.0,5,0
723,7.1,0.31,0.3,0.053,127.0,0.9965,1.62,9.5,5,0
724,7.5,1.115,0.1,0.086,12.0,0.9958,0.6,11.2,4,0
725,9.0,0.66,0.17,0.077,13.0,0.9976,0.55,10.4,5,0
726,8.1,0.72,0.09,0.084,49.0,0.9994,0.72,11.1,6,1
727,6.4,0.57,0.02,0.067,11.0,0.997,0.68,9.5,5,0
728,6.4,0.57,0.02,0.067,11.0,0.997,0.68,9.5,5,0
729,6.4,0.865,0.03,0.071,58.0,0.995,0.49,12.7,6,1
730,9.5,0.55,0.66,0.387,37.0,0.9982,0.67,9.6,5,0
731,8.9,0.875,0.13,0.08800000000000001,14.0,0.9994,0.52,11.5,5,0
732,7.3,0.835,0.03,0.092,19.0,0.9966,0.47,9.6,5,0
733,7.0,0.45,0.34,0.08199999999999999,72.0,0.998,0.6,9.5,5,0
734,7.7,0.56,0.2,0.075,39.0,0.9987,0.62,9.3,5,0
735,7.7,0.965,0.1,0.112,22.0,0.9963,0.5,9.5,5,0
736,7.7,0.965,0.1,0.112,22.0,0.9963,0.5,9.5,5,0
737,8.2,0.59,0.0,0.093,58.0,1.0002,0.65,9.3,6,1
738,9.0,0.46,0.23,0.092,104.0,0.9983,0.56,9.2,5,0
739,9.0,0.69,0.0,0.08800000000000001,38.0,0.999,0.6,9.3,5,0
740,8.3,0.76,0.29,0.075,16.0,0.9965,0.68,11.5,6,1
741,9.2,0.53,0.24,0.078,139.0,0.99788,0.57,9.5,5,0
742,6.5,0.615,0.0,0.065,18.0,0.9972,0.65,9.2,5,0
743,11.6,0.41,0.58,0.096,101.0,1.00024,0.53,10.0,5,0
744,11.1,0.39,0.54,0.095,101.0,1.0001,0.51,9.5,5,0
745,7.3,0.51,0.18,0.07,28.0,0.99768,0.73,9.5,6,1
746,8.2,0.34,0.38,0.08,57.0,0.9978,0.47,9.0,6,1
747,8.6,0.33,0.4,0.083,68.0,0.99782,0.48,9.4,5,0
748,7.2,0.5,0.18,0.071,31.0,0.99761,0.72,9.6,6,1
749,7.3,0.51,0.18,0.07,28.0,0.99768,0.73,9.5,6,1
750,8.3,0.65,0.1,0.08900000000000001,40.0,0.99803,0.55,9.5,5,0
751,8.3,0.65,0.1,0.08900000000000001,40.0,0.99803,0.55,9.5,5,0
752,7.6,0.54,0.13,0.097,66.0,0.99785,0.61,9.4,5,0
753,8.3,0.65,0.1,0.08900000000000001,40.0,0.99803,0.55,9.5,5,0
754,7.8,0.48,0.68,0.415,32.0,0.99656,1.06,9.1,6,1
755,7.8,0.91,0.07,0.058,47.0,0.99525,0.43,10.7,6,1
756,6.3,0.98,0.01,0.057,33.0,0.99488,0.46,11.2,6,1
757,8.1,0.87,0.0,0.084,31.0,0.99656,0.5,9.8,5,0
758,8.1,0.87,0.0,0.084,31.0,0.99656,0.5,9.8,5,0
759,8.8,0.42,0.21,0.092,88.0,0.99823,0.52,9.2,5,0
760,9.0,0.58,0.25,0.075,104.0,0.99779,0.57,9.7,5,0
761,9.3,0.655,0.26,0.096,35.0,0.99738,0.42,9.6,5,0
762,8.8,0.7,0.0,0.069,19.0,0.99701,0.53,10.0,6,1
763,9.3,0.655,0.26,0.096,35.0,0.99738,0.42,9.6,5,0
764,9.1,0.68,0.11,0.093,44.0,0.99888,0.55,9.5,6,1
765,9.2,0.67,0.1,0.091,48.0,0.99888,0.54,9.5,6,1
766,8.8,0.59,0.18,0.08900000000000001,74.0,0.99738,0.54,9.4,5,0
767,7.5,0.6,0.32,0.103,98.0,0.99938,0.62,9.5,5,0
768,7.1,0.59,0.02,0.08199999999999999,94.0,0.99744,0.53,9.7,6,1
769,7.9,0.72,0.01,0.076,32.0,0.99668,0.54,9.6,5,0
770,7.1,0.59,0.02,0.08199999999999999,94.0,0.99744,0.53,9.7,6,1
771,9.4,0.685,0.26,0.08199999999999999,143.0,0.9978,0.55,9.4,5,0
772,9.5,0.57,0.27,0.08199999999999999,144.0,0.99782,0.55,9.4,5,0
773,7.9,0.4,0.29,0.157,44.0,0.9973,0.92,9.5,6,1
774,7.9,0.4,0.3,0.157,45.0,0.99727,0.91,9.5,6,1
775,7.2,1.0,0.0,0.102,16.0,0.99586,0.46,10.0,5,0
776,6.9,0.765,0.18,0.243,48.0,0.99612,0.6,10.3,6,1
777,6.9,0.635,0.17,0.241,18.0,0.9961,0.59,10.3,6,1
778,8.3,0.43,0.3,0.079,34.0,0.99788,0.61,10.5,5,0
779,7.1,0.52,0.03,0.076,92.0,0.99745,0.6,9.8,5,0
780,7.0,0.57,0.0,0.19,45.0,0.99676,0.6,9.4,6,1
781,6.5,0.46,0.14,0.114,37.0,0.99732,0.65,9.8,5,0
782,9.0,0.82,0.05,0.081,96.0,0.99814,0.53,10.0,5,0
783,6.5,0.46,0.14,0.114,37.0,0.99732,0.65,9.8,5,0
784,7.1,0.59,0.01,0.077,85.0,0.99746,0.59,9.8,5,0
785,9.9,0.35,0.41,0.083,61.0,0.9982,0.5,9.5,5,0
786,9.9,0.35,0.41,0.083,61.0,0.9982,0.5,9.5,5,0
787,10.0,0.56,0.24,0.079,58.0,0.9991,0.56,10.1,6,1
788,10.0,0.56,0.24,0.079,58.0,0.9991,0.56,10.1,6,1
789,8.6,0.63,0.17,0.099,119.0,0.998,0.52,9.3,5,0
790,7.4,0.37,0.43,0.08199999999999999,82.0,0.99708,0.68,9.7,6,1
791,8.8,0.64,0.17,0.084,130.0,0.99818,0.54,9.6,5,0
792,7.1,0.61,0.02,0.081,87.0,0.99745,0.6,9.7,6,1
793,7.7,0.6,0.0,0.055,13.0,0.99639,0.56,10.8,5,0
794,10.1,0.27,0.54,0.065,26.0,0.99531,0.53,12.5,6,1
795,10.8,0.89,0.3,0.132,60.0,0.99786,1.18,10.2,5,0
796,8.7,0.46,0.31,0.126,64.0,0.99746,0.74,9.6,5,0
797,9.3,0.37,0.44,0.038,42.0,0.99526,0.81,10.8,7,1
798,9.4,0.5,0.34,0.08199999999999999,14.0,0.9987,0.52,10.7,6,1
799,9.4,0.5,0.34,0.08199999999999999,14.0,0.9987,0.52,10.7,6,1
800,7.2,0.61,0.08,0.08199999999999999,108.0,0.99641,0.51,9.4,5,0
801,8.6,0.55,0.09,0.068,17.0,0.99735,0.44,10.0,5,0
802,5.1,0.585,0.0,0.044,86.0,0.99264,0.94,12.9,7,1
803,7.7,0.56,0.08,0.114,46.0,0.9971,0.66,9.6,6,1
804,8.4,0.52,0.22,0.084,18.0,0.99682,0.57,9.9,6,1
805,8.2,0.28,0.4,0.052000000000000005,10.0,0.99356,0.7,12.8,7,1
806,8.4,0.25,0.39,0.041,10.0,0.99386,0.71,12.5,7,1
807,8.2,0.28,0.4,0.052000000000000005,10.0,0.99356,0.7,12.8,7,1
808,7.4,0.53,0.12,0.165,12.0,0.99702,0.86,9.2,5,0
809,7.6,0.48,0.31,0.07,15.0,0.99693,0.55,10.3,6,1
810,7.3,0.49,0.1,0.068,14.0,0.99562,0.47,10.5,5,0
811,12.9,0.5,0.55,0.07200000000000001,24.0,1.00012,0.68,10.9,6,1
812,10.8,0.45,0.33,0.099,38.0,0.99818,0.71,10.8,5,0
813,6.9,0.39,0.24,0.102,7.0,0.99462,0.58,11.4,4,0
814,12.6,0.41,0.54,0.103,41.0,0.99939,0.76,11.3,6,1
815,10.8,0.45,0.33,0.099,38.0,0.99818,0.71,10.8,5,0
816,9.8,0.51,0.19,0.081,30.0,0.9984,0.58,10.5,6,1
817,10.8,0.29,0.42,0.084,27.0,0.99545,0.73,11.9,6,1
818,7.1,0.715,0.0,0.071,47.0,0.99632,0.45,9.4,5,0
819,9.1,0.66,0.15,0.097,59.0,0.99976,0.54,9.6,5,0
820,7.0,0.685,0.0,0.099,22.0,0.99606,0.6,9.7,5,0
821,4.9,0.42,0.0,0.048,42.0,0.99154,0.74,14.0,7,1
822,6.7,0.54,0.13,0.076,36.0,0.9973,0.64,9.8,5,0
823,6.7,0.54,0.13,0.076,36.0,0.9973,0.64,9.8,5,0
824,7.1,0.48,0.28,0.068,16.0,0.99682,0.53,10.3,5,0
825,7.1,0.46,0.14,0.076,37.0,0.99624,0.49,10.7,5,0
826,7.5,0.27,0.34,0.05,8.0,0.9951,0.64,11.0,7,1
827,7.1,0.46,0.14,0.076,37.0,0.99624,0.49,10.7,5,0
828,7.8,0.57,0.09,0.065,45.0,0.99417,0.74,12.7,8,1
829,5.9,0.61,0.08,0.071,24.0,0.99376,0.77,11.1,6,1
830,7.5,0.685,0.07,0.058,9.0,0.99632,0.55,10.9,4,0
831,5.9,0.61,0.08,0.071,24.0,0.99376,0.77,11.1,6,1
832,10.4,0.44,0.42,0.145,48.0,0.99832,0.86,9.9,3,0
833,11.6,0.47,0.44,0.147,51.0,0.99836,0.86,9.9,4,0
834,8.8,0.685,0.26,0.08800000000000001,23.0,0.99694,0.47,9.4,5,0
835,7.6,0.665,0.1,0.066,55.0,0.99655,0.51,9.3,5,0
836,6.7,0.28,0.28,0.012,100.0,0.99064,0.39,11.7,7,1
837,6.7,0.28,0.28,0.012,100.0,0.99064,0.39,11.7,7,1
838,10.1,0.31,0.35,0.075,28.0,0.99672,0.83,11.2,7,1
839,6.0,0.5,0.04,0.092,26.0,0.99647,0.47,10.0,5,0
840,11.1,0.42,0.47,0.085,34.0,0.99736,0.77,12.1,7,1
841,6.6,0.66,0.0,0.115,31.0,0.99629,0.63,10.3,5,0
842,10.6,0.5,0.45,0.119,68.0,0.99708,0.72,10.9,6,1
843,7.1,0.685,0.35,0.08800000000000001,92.0,0.9963,0.62,9.4,5,0
844,9.9,0.25,0.46,0.062,42.0,0.9959,0.83,10.6,6,1
845,6.4,0.64,0.21,0.081,31.0,0.99689,0.66,9.8,5,0
846,6.4,0.64,0.21,0.081,31.0,0.99689,0.66,9.8,5,0
847,7.4,0.68,0.16,0.078,39.0,0.9977,0.7,9.9,6,1
848,6.4,0.64,0.21,0.081,31.0,0.99689,0.66,9.8,5,0
849,6.4,0.63,0.21,0.08,32.0,0.99689,0.66,9.8,5,0
850,9.3,0.43,0.44,0.085,22.0,0.99708,0.55,9.5,5,0
851,9.3,0.43,0.44,0.085,22.0,0.99708,0.55,9.5,5,0
852,8.0,0.42,0.32,0.08,122.0,0.99801,1.07,9.7,5,0
853,9.3,0.36,0.39,0.08,55.0,0.99652,0.73,10.9,6,1
854,9.3,0.36,0.39,0.08,55.0,0.99652,0.73,10.9,6,1
855,7.6,0.735,0.02,0.071,14.0,0.99538,0.71,11.7,7,1
856,9.3,0.36,0.39,0.08,55.0,0.99652,0.73,10.9,6,1
857,8.2,0.26,0.34,0.073,47.0,0.99594,0.78,11.3,7,1
858,11.7,0.28,0.47,0.054000000000000006,32.0,0.99686,0.67,10.6,7,1
859,6.8,0.56,0.22,0.07400000000000001,24.0,0.99438,0.82,11.2,6,1
860,7.2,0.62,0.06,0.077,85.0,0.99746,0.54,9.5,5,0
861,5.8,1.01,0.66,0.039,88.0,0.99357,0.6,11.5,6,1
862,7.5,0.42,0.32,0.067,25.0,0.99628,0.44,10.4,5,0
863,7.2,0.62,0.06,0.078,84.0,0.99746,0.53,9.7,5,0
864,7.2,0.62,0.06,0.077,85.0,0.99746,0.54,9.5,5,0
865,7.2,0.635,0.07,0.077,86.0,0.99748,0.54,9.7,5,0
866,6.8,0.49,0.22,0.071,24.0,0.99438,0.83,11.3,6,1
867,6.9,0.51,0.23,0.07200000000000001,22.0,0.99438,0.84,11.2,6,1
868,6.8,0.56,0.22,0.07400000000000001,24.0,0.99438,0.82,11.2,6,1
869,7.6,0.63,0.03,0.08,43.0,0.99578,0.64,10.9,6,1
870,7.7,0.715,0.01,0.064,43.0,0.99371,0.57,11.8,6,1
871,6.9,0.56,0.03,0.086,46.0,0.99522,0.57,10.6,5,0
872,7.3,0.35,0.24,0.067,48.0,0.99576,0.54,10.0,4,0
873,9.1,0.21,0.37,0.067,10.0,0.99552,0.58,11.1,7,1
874,10.4,0.38,0.46,0.104,10.0,0.99664,0.65,11.8,7,1
875,8.8,0.31,0.4,0.109,16.0,0.99614,0.79,11.8,7,1
876,7.1,0.47,0.0,0.067,14.0,0.99517,0.58,10.9,4,0
877,7.7,0.715,0.01,0.064,43.0,0.99371,0.57,11.8,6,1
878,8.8,0.61,0.19,0.094,69.0,0.99787,0.5,10.0,6,1
879,7.2,0.6,0.04,0.076,88.0,0.99745,0.55,9.5,5,0
880,9.2,0.56,0.18,0.078,21.0,0.99576,0.49,9.9,5,0
881,7.6,0.715,0.0,0.068,35.0,0.99533,0.65,11.4,6,1
882,8.4,0.31,0.29,0.194,26.0,0.99536,0.78,12.0,6,1
883,7.2,0.6,0.04,0.076,88.0,0.99745,0.55,9.5,5,0
884,8.8,0.61,0.19,0.094,69.0,0.99787,0.5,10.0,6,1
885,8.9,0.75,0.14,0.086,30.0,0.99824,0.64,10.5,5,0
886,9.0,0.8,0.12,0.083,28.0,0.99836,0.65,10.4,6,1
887,10.7,0.52,0.38,0.066,56.0,0.99577,0.79,12.1,7,1
888,6.8,0.57,0.0,0.07200000000000001,64.0,0.99491,0.56,11.2,6,1
889,10.7,0.9,0.34,0.112,99.0,1.00289,0.68,9.3,5,0
890,7.2,0.34,0.24,0.071,52.0,0.99576,0.58,10.1,5,0
891,7.2,0.66,0.03,0.078,86.0,0.99743,0.57,9.7,5,0
892,10.1,0.45,0.23,0.08199999999999999,18.0,0.99774,0.65,9.3,6,1
893,7.2,0.66,0.03,0.078,86.0,0.99743,0.57,9.7,5,0
894,7.2,0.63,0.03,0.08,88.0,0.99745,0.58,9.8,6,1
895,7.1,0.59,0.01,0.08,43.0,0.9955,0.58,10.7,6,1
896,8.3,0.31,0.39,0.078,43.0,0.99444,0.77,12.5,7,1
897,7.1,0.59,0.01,0.08,43.0,0.9955,0.58,10.7,6,1
898,8.3,0.31,0.39,0.078,43.0,0.99444,0.77,12.5,7,1
899,8.3,1.02,0.02,0.084,11.0,0.99892,0.49,11.0,3,0
900,8.9,0.31,0.36,0.056,39.0,0.99562,0.69,11.8,5,0
901,7.4,0.635,0.1,0.08,33.0,0.99736,0.69,10.8,7,1
902,7.4,0.635,0.1,0.08,33.0,0.99736,0.69,10.8,7,1
903,6.8,0.59,0.06,0.06,18.0,0.9962,0.59,10.8,7,1
904,6.8,0.59,0.06,0.06,18.0,0.9962,0.59,10.8,7,1
905,9.2,0.58,0.2,0.081,115.0,0.998,0.59,9.5,5,0
906,7.2,0.54,0.27,0.084,78.0,0.9964,0.71,11.0,5,0
907,6.1,0.56,0.0,0.079,9.0,0.9948,0.54,11.5,6,1
908,7.4,0.52,0.13,0.078,61.0,0.99528,0.59,10.8,6,1
909,7.3,0.305,0.39,0.059,11.0,0.99331,0.52,11.5,6,1
910,9.3,0.38,0.48,0.132,11.0,0.99577,0.57,13.2,6,1
911,9.1,0.28,0.46,0.114,9.0,0.99901,0.6,10.9,6,1
912,10.0,0.46,0.44,0.065,8.0,0.99674,0.62,12.2,6,1
913,9.4,0.395,0.46,0.094,10.0,0.99639,0.64,12.2,7,1
914,7.3,0.305,0.39,0.059,11.0,0.99331,0.52,11.5,6,1
915,8.6,0.315,0.4,0.079,6.0,0.99512,0.67,11.9,6,1
916,5.3,0.715,0.19,0.161,62.0,0.99395,0.61,11.0,5,0
917,6.8,0.41,0.31,0.084,45.0,0.99824,0.64,10.1,6,1
918,8.4,0.36,0.32,0.081,79.0,0.9964,0.72,11.0,6,1
919,8.4,0.62,0.12,0.07200000000000001,46.0,0.99504,0.89,11.8,6,1
920,9.6,0.41,0.37,0.091,23.0,0.99786,0.56,10.5,5,0
921,8.4,0.36,0.32,0.081,79.0,0.9964,0.72,11.0,6,1
922,8.4,0.62,0.12,0.07200000000000001,46.0,0.99504,0.89,11.8,6,1
923,6.8,0.41,0.31,0.084,45.0,0.99824,0.64,10.1,6,1
924,8.6,0.47,0.27,0.055,28.0,0.99516,0.8,11.2,5,0
925,8.6,0.22,0.36,0.064,77.0,0.99604,0.87,11.0,7,1
926,9.4,0.24,0.33,0.061,73.0,0.99786,0.9,10.2,6,1
927,8.4,0.67,0.19,0.093,75.0,0.99736,0.59,9.2,4,0
928,8.6,0.47,0.27,0.055,28.0,0.99516,0.8,11.2,5,0
929,8.7,0.33,0.38,0.063,19.0,0.99468,0.73,12.0,7,1
930,6.6,0.61,0.01,0.08,25.0,0.99746,0.73,10.5,5,0
931,7.4,0.61,0.01,0.07400000000000001,38.0,0.99748,0.65,9.8,5,0
932,7.6,0.4,0.29,0.078,66.0,0.9971,0.59,9.5,6,1
933,7.4,0.61,0.01,0.07400000000000001,38.0,0.99748,0.65,9.8,5,0
934,6.6,0.61,0.01,0.08,25.0,0.99746,0.73,10.5,5,0
935,8.8,0.3,0.38,0.06,72.0,0.99543,0.72,11.8,6,1
936,8.8,0.3,0.38,0.06,72.0,0.99543,0.72,11.8,6,1
937,12.0,0.63,0.5,0.071,26.0,0.99791,0.6,10.4,4,0
938,7.2,0.38,0.38,0.068,42.0,0.99356,0.72,12.9,7,1
939,6.2,0.46,0.17,0.073,11.0,0.99425,0.54,11.4,5,0
940,9.6,0.33,0.52,0.07400000000000001,25.0,0.99509,0.76,12.4,7,1
941,9.9,0.27,0.49,0.08199999999999999,17.0,0.99484,0.52,12.5,7,1
942,10.1,0.43,0.4,0.092,52.0,0.99834,0.64,10.0,7,1
943,9.8,0.5,0.34,0.094,45.0,0.99864,0.6,9.7,7,1
944,8.3,0.3,0.49,0.09,24.0,0.99498,0.64,12.1,7,1
945,10.2,0.44,0.42,0.071,20.0,0.99566,0.79,11.1,7,1
946,10.2,0.44,0.58,0.092,24.0,0.99745,0.99,12.0,7,1
947,8.3,0.28,0.48,0.093,12.0,0.99408,0.62,12.4,7,1
948,8.9,0.12,0.45,0.075,21.0,0.99552,0.76,11.9,7,1
949,8.9,0.12,0.45,0.075,21.0,0.99552,0.76,11.9,7,1
950,8.9,0.12,0.45,0.075,21.0,0.99552,0.76,11.9,7,1
951,8.3,0.28,0.48,0.093,12.0,0.99408,0.62,12.4,7,1
952,8.2,0.31,0.4,0.058,10.0,0.99536,0.68,11.2,7,1
953,10.2,0.34,0.48,0.052000000000000005,9.0,0.99458,0.69,12.1,7,1
954,7.6,0.43,0.4,0.08199999999999999,11.0,0.99538,0.54,12.2,6,1
955,8.5,0.21,0.52,0.09,23.0,0.99648,0.67,10.4,5,0
956,9.0,0.36,0.52,0.111,10.0,0.99568,0.62,11.3,6,1
957,9.5,0.37,0.52,0.08800000000000001,51.0,0.99613,0.58,11.1,6,1
958,6.4,0.57,0.12,0.12,36.0,0.99519,0.71,11.3,7,1
959,8.0,0.59,0.05,0.08900000000000001,32.0,0.99735,0.61,10.0,5,0
960,8.5,0.47,0.27,0.058,38.0,0.99518,0.85,11.1,6,1
961,7.1,0.56,0.14,0.078,18.0,0.99592,0.62,9.3,5,0
962,6.6,0.57,0.02,0.115,16.0,0.99654,0.69,9.5,5,0
963,8.8,0.27,0.39,0.1,27.0,0.99546,0.69,11.2,6,1
964,8.5,0.47,0.27,0.058,38.0,0.99518,0.85,11.1,6,1
965,8.3,0.34,0.4,0.065,48.0,0.99554,0.86,11.0,6,1
966,9.0,0.38,0.41,0.103,10.0,0.99604,0.58,11.9,7,1
967,8.5,0.66,0.2,0.097,113.0,0.99733,0.48,9.2,5,0
968,9.0,0.4,0.43,0.068,46.0,0.9943,0.6,12.2,6,1
969,6.7,0.56,0.09,0.079,22.0,0.99669,0.61,10.2,5,0
970,10.4,0.26,0.48,0.066,10.0,0.99724,0.87,10.9,6,1
971,10.4,0.26,0.48,0.066,10.0,0.99724,0.87,10.9,6,1
972,10.1,0.38,0.5,0.104,13.0,0.99643,0.65,11.6,7,1
973,8.5,0.34,0.44,0.079,12.0,0.99605,0.63,10.7,5,0
974,8.8,0.33,0.41,0.073,13.0,0.99658,0.62,12.1,7,1
975,7.2,0.41,0.3,0.083,72.0,0.997,0.52,9.4,5,0
976,7.2,0.41,0.3,0.083,72.0,0.997,0.52,9.4,5,0
977,8.4,0.59,0.29,0.109,119.0,0.99801,0.5,9.1,5,0
978,7.0,0.4,0.32,0.061,29.0,0.99416,0.49,11.3,7,1
979,12.2,0.45,0.49,0.075,6.0,0.9969,0.63,10.4,5,0
980,9.1,0.5,0.3,0.065,17.0,0.99774,0.71,10.5,6,1
981,9.5,0.86,0.26,0.079,28.0,0.99712,0.62,10.0,5,0
982,7.3,0.52,0.32,0.07,70.0,0.99418,0.82,12.9,6,1
983,9.1,0.5,0.3,0.065,17.0,0.99774,0.71,10.5,6,1
984,12.2,0.45,0.49,0.075,6.0,0.9969,0.63,10.4,5,0
985,7.4,0.58,0.0,0.064,11.0,0.99562,0.58,11.3,6,1
986,9.8,0.34,0.39,0.066,7.0,0.9947,0.55,11.4,7,1
987,7.1,0.36,0.3,0.08,70.0,0.99693,0.5,9.4,5,0
988,7.7,0.39,0.12,0.097,27.0,0.99596,0.49,9.4,5,0
989,9.7,0.295,0.4,0.073,21.0,0.99556,0.51,10.9,6,1
990,7.7,0.39,0.12,0.097,27.0,0.99596,0.49,9.4,5,0
991,7.1,0.34,0.28,0.08199999999999999,68.0,0.99694,0.48,9.4,5,0
992,6.5,0.4,0.1,0.076,47.0,0.99554,0.48,9.4,6,1
993,7.1,0.34,0.28,0.08199999999999999,68.0,0.99694,0.48,9.4,5,0
994,10.0,0.35,0.45,0.092,88.0,0.99918,0.43,9.4,5,0
995,7.7,0.6,0.06,0.079,41.0,0.99697,0.62,10.1,6,1
996,5.6,0.66,0.0,0.087,11.0,0.99378,0.63,12.8,7,1
997,5.6,0.66,0.0,0.087,11.0,0.99378,0.63,12.8,7,1
998,8.9,0.84,0.34,0.05,10.0,0.99554,0.48,9.1,6,1
999,6.4,0.69,0.0,0.055,12.0,0.99162,0.53,12.9,6,1
1000,7.5,0.43,0.3,0.062,12.0,0.99495,0.72,11.5,7,1
1001,9.9,0.35,0.38,0.058,47.0,0.99676,0.82,10.6,7,1
1002,9.1,0.29,0.33,0.063,27.0,0.99516,0.84,11.7,7,1
1003,6.8,0.36,0.32,0.067,8.0,0.9928,0.55,12.8,7,1
1004,8.2,0.43,0.29,0.081,45.0,0.99603,0.54,10.3,5,0
1005,6.8,0.36,0.32,0.067,8.0,0.9928,0.55,12.8,7,1
1006,9.1,0.29,0.33,0.063,27.0,0.99516,0.84,11.7,7,1
1007,9.1,0.3,0.34,0.064,25.0,0.99516,0.84,11.7,7,1
1008,8.9,0.35,0.4,0.11,24.0,0.99549,0.7,12.0,7,1
1009,9.6,0.5,0.36,0.116,55.0,0.99722,0.68,10.9,5,0
1010,8.9,0.28,0.45,0.067,12.0,0.99354,0.55,12.3,7,1
1011,8.9,0.32,0.31,0.08800000000000001,19.0,0.9957,0.55,10.4,6,1
1012,7.7,1.005,0.15,0.102,32.0,0.99604,0.48,10.0,5,0
1013,7.5,0.71,0.0,0.092,31.0,0.99635,0.58,10.0,6,1
1014,8.0,0.58,0.16,0.12,7.0,0.99454,0.58,11.2,6,1
1015,10.5,0.39,0.46,0.075,27.0,0.99598,0.84,11.4,6,1
1016,8.9,0.38,0.4,0.068,28.0,0.99486,0.75,12.6,7,1
1017,8.0,0.18,0.37,0.049,109.0,0.99007,0.44,12.7,6,1
1018,8.0,0.18,0.37,0.049,109.0,0.99007,0.44,12.7,6,1
1019,7.0,0.5,0.14,0.078,23.0,0.99636,0.61,10.4,5,0
1020,11.3,0.36,0.66,0.123,8.0,0.99642,0.53,11.9,6,1
1021,11.3,0.36,0.66,0.123,8.0,0.99642,0.53,11.9,6,1
1022,7.0,0.51,0.09,0.062,9.0,0.99584,0.54,10.5,5,0
1023,8.2,0.32,0.42,0.098,9.0,0.99506,0.55,12.3,6,1
1024,7.7,0.58,0.01,0.08800000000000001,18.0,0.99568,0.56,10.5,7,1
1025,8.6,0.83,0.0,0.095,43.0,0.99822,0.6,10.4,6,1
1026,7.9,0.31,0.32,0.066,36.0,0.99364,0.56,12.6,6,1
1027,6.4,0.795,0.0,0.065,52.0,0.99378,0.52,11.6,5,0
1028,7.2,0.34,0.21,0.075,68.0,0.99586,0.54,10.1,6,1
1029,7.7,0.58,0.01,0.08800000000000001,18.0,0.99568,0.56,10.5,7,1
1030,7.1,0.59,0.0,0.091,14.0,0.99488,0.55,11.5,7,1
1031,7.3,0.55,0.01,0.093,15.0,0.99514,0.58,11.0,7,1
1032,8.1,0.82,0.0,0.095,14.0,0.99854,0.53,9.6,5,0
1033,7.5,0.57,0.08,0.08900000000000001,27.0,0.99592,0.59,10.4,6,1
1034,8.9,0.745,0.18,0.077,48.0,0.99739,0.47,9.7,6,1
1035,10.1,0.37,0.34,0.085,17.0,0.99683,0.65,10.6,7,1
1036,7.6,0.31,0.34,0.08199999999999999,35.0,0.99356,0.59,12.5,7,1
1037,7.3,0.91,0.1,0.07400000000000001,56.0,0.99672,0.56,9.2,5,0
1038,8.7,0.41,0.41,0.078,42.0,0.9953,0.77,12.6,7,1
1039,8.9,0.5,0.21,0.08800000000000001,39.0,0.99692,0.83,11.1,6,1
1040,7.4,0.965,0.0,0.08800000000000001,32.0,0.99756,0.67,10.2,5,0
1041,6.9,0.49,0.19,0.079,26.0,0.99547,0.64,9.8,6,1
1042,8.9,0.5,0.21,0.08800000000000001,39.0,0.99692,0.83,11.1,6,1
1043,9.5,0.39,0.41,0.069,39.0,0.99859,0.81,10.9,7,1
1044,6.4,0.39,0.33,0.046,53.0,0.99294,0.62,12.2,6,1
1045,6.9,0.44,0.0,0.07,38.0,0.99438,0.58,11.4,6,1
1046,7.6,0.78,0.0,0.076,45.0,0.99612,0.62,10.7,6,1
1047,7.1,0.43,0.17,0.08199999999999999,51.0,0.99634,0.64,10.4,5,0
1048,9.3,0.49,0.36,0.081,14.0,0.99702,0.78,10.9,6,1
1049,9.3,0.5,0.36,0.084,17.0,0.99704,0.77,10.8,6,1
1050,7.1,0.43,0.17,0.08199999999999999,51.0,0.99634,0.64,10.4,5,0
1051,8.5,0.46,0.59,0.414,45.0,0.99702,1.34,9.2,5,0
